A1_ensembl,A2_ensembl,sequence_identity,min_sequence_identity,max_seq_id,closest,family_size,family_id,sorted_gene_pair,A1_entrez,A2_entrez,interact,A1_ppi,A2_ppi,n_A1_ppi,n_A2_ppi,shared_ppi,n_total_ppi,n_shared_ppi,shared_ppi_jaccard_idx,fet_ppi_overlap,A1,A2,uniprot_id_A1,uniprot_id_A2,A1_A2_rank_struct,A2_A1_rank_struct,A1_nb_human_struct,A2_nb_human_struct,A1_nb_taxid_struct,A2_nb_taxid_struct,A1_bits_struct,A2_bits_struct,A1_fident_struct,A2_fident_struct,A1_alnlen_struct,A2_alnlen_struct,A1_evalue_struct,A2_evalue_struct,A1_alntmscore_struct,A2_alntmscore_struct,A1_qtmscore_struct,A2_qtmscore_struct,A1_ttmscore_struct,A2_ttmscore_struct,A1_prob_struct,A2_prob_struct,A1_lddt_struct,A2_lddt_struct,A1_A2_rank_seq,A2_A1_rank_seq,A1_nb_selfSP_seq,A2_nb_selfSP_seq,A1_nb_taxid_seq,A2_nb_taxid_seq,A1_A2_bits_seq,A2_A1_bits_seq,A1_A2_id_percent_seq,A2_A1_id_percent_seq,A1_A2_evalue_seq,A2_A1_evalue_seq,Unnamed: 0,esm2_beginning_of_sequence_cosine,esm2_beginning_of_sequence_euclidean,esm2_beginning_of_sequence_manhattan,esm2_beginning_of_sequence_ts_ss,esm2_end_of_sequence_cosine,esm2_end_of_sequence_euclidean,esm2_end_of_sequence_manhattan,esm2_end_of_sequence_ts_ss,esm2_mean_of_residue_tokens_cosine,esm2_mean_of_residue_tokens_euclidean,esm2_mean_of_residue_tokens_manhattan,esm2_mean_of_residue_tokens_ts_ss,esm2_mean_of_special_tokens_cosine,esm2_mean_of_special_tokens_euclidean,esm2_mean_of_special_tokens_manhattan,esm2_mean_of_special_tokens_ts_ss,ProtT5_per-protein_cosine,ProtT5_per-protein_euclidean,ProtT5_per-protein_manhattan,ProtT5_per-protein_ts_ss,rank_struct,selfSP_struct,taxid_struct,bits_struct,fident_struct,alnlen_struct,evalue_struct,alntmscore_struct,qtmscore_struct,ttmscore_struct,prob_struct,lddt_struct,rank_seq,selfSP_seq,taxid_seq,bits_seq,id_percent_seq,evalue_seq,dim1_PCA,BPO,CCO,MFO,same_func_go,same_func_ppi
YNL106C,YOL065C,0.0743871,0.0743871,0.2291669999999999,False,5,144,YNL106C_YOL065C,YNL106C,YOL065C,False,"{'YCR088W', 'YGL062W', 'YER099C'}",set(),3,0,set(),3,0,0.0,0.0,YNL106C,YOL065C,P50942,Q08227,303.0,9.0,4.0,0.0,30.0,7.0,616.0,631.0,0.247,0.27,384.0,333.0,4.2730000000000007e-20,6.234e-22,0.6594,0.7374,0.2256,0.6454,0.6594,0.6347,1.0,1.0,0.633,0.623,84.0,3.0,4.0,1.0,15.0,1.0,95.0,95.0,0.277,0.281,4.359e-18,2.846e-19,5439,0.0560276404666192,3.9672168729663615,226.1840476989746,2.723675586085331,0.2245128935503776,8.761312805698479,490.3033049106598,50.47261252457892,0.2175681104456719,4.402799931987265,246.4038668870926,2.678745496036429,0.0971869676113867,5.06505728942205,285.38420581817627,5.501037268224277,0.2822265625,0.9517,22.66,0.0057691293882345,9.0,0.0,7.0,616.0,0.247,333.0,6.234e-22,0.6594,0.2256,0.6347,1.0,0.623,3.0,1.0,1.0,95.0,0.277,2.846e-19,4.229940944610106,1.0,0.56,0.941,True,True
YOR117W,YOR259C,0.341014,0.338673,0.341014,False,6,31,YOR117W_YOR259C,YOR117W,YOR259C,True,"{'YMR100W', 'YKL206C', 'YPR108W', 'YER094C', 'YBR173C', 'YGL004C', 'YHL030W', 'YDR363W-A', 'YOR157C', 'YGR253C', 'YFR050C', 'YER021W', 'YOR261C', 'YGL048C', 'YJL001W', 'YDL097C', 'YHR027C', 'YPR103W', 'YCR076C', 'YOR362C', 'YGR135W', 'YNL155W', 'YFL007W', 'YFR052W', 'YDL007W', 'YMR314W', 'YMR219W', 'YHR200W', 'YER012W', 'YDL147W', 'YGL011C', 'YFR010W', 'YEL037C', 'YJL209W', 'YLR199C', 'YBL041W', 'YPL028W', 'YIL075C', 'YGR232W', 'YLR421C', 'YKR090W', 'YOL038W', 'YDR394W', 'YML092C', 'YKL145W', 'YBR272C', 'YFR004W', 'YDR427W'}","{'YPR108W', 'YGL004C', 'YHL030W', 'YDR363W-A', 'YOR157C', 'YGR253C', 'YFR050C', 'YER021W', 'YOR261C', 'YGL048C', 'YJL001W', 'YDL097C', 'YHR027C', 'YPR103W', 'YNL250W', 'YOR362C', 'YGR135W', 'YNL155W', 'YLR430W', 'YFR052W', 'YDL007W', 'YMR314W', 'YMR219W', 'YER012W', 'YHR200W', 'YDL147W', 'YGL011C', 'YFR010W', 'YEL037C', 'YIL075C', 'YGR232W', 'YKR090W', 'YLR421C', 'YOL038W', 'YDR394W', 'YML092C', 'YKL145W', 'YDR040C', 'YFR004W', 'YDR427W'}",48,40,"{'YPR108W', 'YGL004C', 'YHL030W', 'YDR363W-A', 'YOR157C', 'YGR253C', 'YFR050C', 'YER021W', 'YOR261C', 'YGL048C', 'YJL001W', 'YHR027C', 'YDL097C', 'YPR103W', 'YGR135W', 'YOR362C', 'YNL155W', 'YFR052W', 'YDL007W', 'YMR314W', 'YMR219W', 'YER012W', 'YHR200W', 'YDL147W', 'YGL011C', 'YFR010W', 'YEL037C', 'YIL075C', 'YGR232W', 'YKR090W', 'YLR421C', 'YOL038W', 'YDR394W', 'YML092C', 'YKL145W', 'YFR004W', 'YDR427W'}",51,37,0.7254901960784313,75.4224529836262,YOR117W,YOR259C,P33297,P53549,147.0,154.0,1.0,1.0,31.0,31.0,1403.0,1394.0,0.374,0.371,425.0,425.0,1.091e-42,1.125e-43,0.741,0.7434,0.726,0.7235,0.7214,0.7284,1.0,1.0,0.8433,0.8483,120.0,118.0,4.0,4.0,59.0,59.0,261.0,257.0,0.442,0.442,2.203e-74,5.6539999999999995e-73,5591,0.0116449770580102,1.750456366639878,99.27512586116792,0.1982411373028153,0.0813296495041648,5.384468444663669,306.84376561641693,8.072034172406454,0.0645697547324379,2.118592579367278,119.90878146886826,0.194001825760275,0.0334810246651541,2.902210513651328,165.28883004188538,0.8663924136911159,0.126953125,0.5986,15.055,0.0011143018691416,147.0,1.0,31.0,1394.0,0.371,425.0,1.125e-43,0.741,0.7235,0.7214,1.0,0.8433,118.0,4.0,59.0,257.0,0.442,2.203e-74,-1.2625963198604453,0.915,0.885,1.0,True,True
YER025W,YOL023W,0.111954,0.0872781,0.111954,False,16,47,YER025W_YOL023W,YER025W,YOL023W,False,"{'YOR260W', 'YGR054W', 'YJR007W', 'YPL237W', 'YLR215C', 'YKR026C', 'YIL052C', 'YER133W', 'YLR291C', 'YMR311C', 'YGR083C', 'YPR041W', 'YDR211W', 'YBR079C', 'YMR309C'}","{'YDR270W', 'YDR037W', 'YJR024C', 'YGR065C', 'YDL131W', 'YPR033C', 'YHR019C', 'YJR047C', 'YDL182W', 'YDL201W', 'YML107C', 'YOL158C'}",15,12,set(),27,0,0.0,0.0,YER025W,YOL023W,P32481,P25038,446.0,400.0,6.0,5.0,47.0,47.0,337.0,323.0,0.168,0.16,482.0,479.0,1.705e-15,4.176e-15,0.4349,0.4105,0.4005,0.2996,0.3939,0.3765,1.0,1.0,0.5353,0.5205,1032.0,2376.0,2.0,3.0,843.0,976.0,50.0,52.0,0.26,0.26,6.65e-05,2.308e-05,2691,0.0323631883700125,2.972390720395578,168.66266006231308,1.074189874059824,0.2382870486568803,9.559383554391117,546.4025538563728,54.50182620411587,0.3007486616141771,5.120834916422002,288.32602632045746,4.663156523619668,0.1041426725324082,5.257938369900655,299.4384288787842,6.587213081735555,0.39599609375,1.046,26.39,0.0067613645872801,400.0,5.0,47.0,323.0,0.16,479.0,1.705e-15,0.4105,0.2996,0.3765,1.0,0.5205,1032.0,2.0,843.0,50.0,0.26,2.308e-05,6.29155554345121,0.872,0.828,0.942,True,True
YEL070W,YNR073C,1.0,1.0,1.0,True,2,173,YEL070W_YNR073C,YEL070W,YNR073C,False,set(),set(),0,0,set(),0,0,0.0,0.0,YEL070W,YNR073C,P0CX08|P0CX09,P0CX08|P0CX09,0.0,0.0,0.0,0.0,0.0,0.0,4385.0,4403.0,1.0,1.0,502.0,502.0,4.347e-95,9.36e-95,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0,1047.0,1.0,1.0,0.0,0.0,2601,0.0,0.0,0.0,0.0,1.1102230246251563e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005859375,0.0,0.0,0.0,0.0,0.0,0.0,4385.0,1.0,502.0,4.347e-95,0.9999,0.9999,0.9999,1.0,1.0,0.0,0.0,0.0,1047.0,1.0,0.0,-7.435700884412023,,,1.0,True,True
YJL141C,YLL019C,0.156134,0.156134,0.170963,True,2,176,YJL141C_YLL019C,YJL141C,YLL019C,False,{'YPL247C'},set(),1,0,set(),1,0,0.0,0.0,YJL141C,YLL019C,P14680,P32350,300.0,187.0,2.0,0.0,30.0,30.0,562.0,502.0,0.191,0.192,801.0,807.0,1.609e-24,7.16e-21,0.4158,0.3932,0.3816,0.3932,0.4158,0.3901,1.0,1.0,0.6253,0.5615,58.0,24.0,0.0,0.0,17.0,11.0,159.0,151.0,0.326,0.333,5.761e-38,1.212e-35,4465,0.0099526634176102,1.6347764891395191,93.15469777584076,0.1607548170454482,0.0766670069530541,4.8188983202184845,274.2854660153389,5.710635547372862,0.0838095367582206,2.8838700385444302,164.09923708438873,0.6008007424744437,0.0293890163720679,2.759329360255071,157.05457210540771,0.745870328026781,0.1025390625,0.6523,16.75,0.001442020706856,187.0,0.0,30.0,502.0,0.191,801.0,1.609e-24,0.3932,0.3816,0.3901,1.0,0.5615,24.0,0.0,11.0,151.0,0.326,5.761e-38,-0.0727827404931506,0.026,1.0,1.0,True,True
YBL091C-A,YER120W,0.36,0.258197,0.36,True,2,180,YBL091C-A_YER120W,YBL091C-A,YER120W,False,set(),"{'YML075C', 'YAR042W', 'YNL212W', 'YLR450W', 'YHR133C', 'YHL020C'}",0,6,set(),6,0,0.0,0.0,YBL091C-A,YER120W,Q6Q595,P40075,1.0,1.0,0.0,0.0,0.0,0.0,576.0,512.0,0.371,0.257,156.0,245.0,1.627e-16,9.319e-16,0.731,0.6607,0.6562,0.4836,0.6434,0.6607,1.0,1.0,0.7871,0.7496,1.0,1.0,0.0,0.0,0.0,0.0,113.0,117.0,0.41,0.398,1.507e-27,6.806e-28,460,0.0230906423524102,2.4738543542637697,141.07009053230286,0.5607429931605301,0.0973151932236873,6.095208647972651,344.23553252220154,12.292720429916956,0.2005588579898118,4.591897188050301,257.6056506037712,3.645406757172103,0.0479569292486747,3.4453186844456027,195.7496314048767,1.4652269546795589,0.283203125,1.081,27.5,0.0125872140713144,1.0,0.0,0.0,512.0,0.257,156.0,1.627e-16,0.6607,0.4836,0.6434,1.0,0.7496,1.0,0.0,0.0,113.0,0.398,6.806e-28,1.2697289285896884,0.662,,0.084,False,False
YER099C,YOL061W,0.5031450000000001,0.322581,0.5031450000000001,False,5,181,YER099C_YOL061W,YER099C,YOL061W,True,"{'YGL133W', 'YPR135W', 'YGL140C', 'YPR049C', 'YLR436C', 'YOR086C', 'YDR335W', 'YJL197W', 'YJL074C', 'YMR076C', 'YKR096W', 'YJL076W', 'YML081W', 'YNL106C', 'YGR090W', 'YOR124C', 'YLR272C', 'YPL226W', 'YBL105C', 'YOR330C', 'YEL025C', 'YLR035C-A', 'YIL026C', 'YNL091W', 'YMR304W', 'YPL110C', 'YDR507C', 'YOR006C', 'YLR398C', 'YDL150W', 'YPR122W', 'YNL271C', 'YDR097C', 'YBL007C', 'YPL012W', 'YHL011C', 'YGL062W', 'YBR218C', 'YDR159W', 'YDR217C', 'YLR182W', 'YJR041C', 'YKL038W', 'YNL273W', 'YOR227W', 'YAL001C', 'YLR084C'}","{'YJL138C', 'YKR059W', 'YBL039C', 'YBL068W', 'YHL011C'}",47,5,{'YHL011C'},51,1,0.0196078431372549,1.233172431006094,YER099C,YOL061W,P38620,Q12265,56.0,34.0,2.0,0.0,33.0,21.0,1465.0,1451.0,0.325,0.325,497.0,497.0,1.6799999999999998e-39,1.556e-39,0.9301,0.9313,0.9301,0.6007,0.9259,0.9313,1.0,1.0,0.8639,0.8541,140.0,18.0,3.0,0.0,119.0,10.0,237.0,241.0,0.326,0.33,6.149e-68,9.591999999999999e-67,2793,0.0178680289193421,2.208864139765768,126.32594060897829,0.3789543507894518,0.0876906264627808,5.554453399149885,315.930014193058,8.179232447056126,0.1985484726936335,4.049065543536105,218.1578684449196,2.462161613028877,0.0406990220002133,3.249479582440141,185.2029919624329,1.3417043416894874,0.35888671875,1.018,25.03,0.0077896153268099,34.0,0.0,21.0,1451.0,0.325,497.0,1.556e-39,0.9301,0.6007,0.9259,1.0,0.8541,18.0,0.0,10.0,237.0,0.326,6.149e-68,0.1851338946778048,1.0,0.674,1.0,True,True
YCL067C,YCR039C,1.0,1.0,1.0,True,2,185,YCL067C_YCR039C,YCL067C,YCR039C,False,set(),set(),0,0,set(),0,0,0.0,0.0,YCL067C,YCR039C,P0CY08|P0CY09,P0CY08|P0CY09,0.0,0.0,0.0,0.0,0.0,0.0,1332.0,1332.0,1.0,1.0,210.0,210.0,3.8900000000000003e-31,3.8900000000000003e-31,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,413.0,1.0,1.0,6.884000000000001e-131,6.884000000000001e-131,1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,1332.0,1.0,210.0,3.8900000000000003e-31,0.9999,0.9999,0.9999,1.0,1.0,0.0,0.0,0.0,413.0,1.0,6.884000000000001e-131,-7.126913063414184,1.0,1.0,1.0,True,True
YCL043C,YDR518W,0.390805,0.390805,0.394584,True,2,188,YCL043C_YDR518W,YCL043C,YDR518W,False,"{'YFR053C', 'YPL061W', 'YLR044C', 'YKL152C', 'YGR027W-A;YGR038C-A;YJR026W;YLR227W-A;YML040W', 'YCR012W', 'YOR375C', 'YER031C', 'YLR354C', 'YLL050C', 'YBR196C', 'YDR226W', 'YPL106C', 'YKL060C', 'YOR020C'}",set(),15,0,set(),15,0,0.0,0.0,YCL043C,YDR518W,P17967,P32474,1.0,1.0,0.0,0.0,0.0,0.0,1818.0,1812.0,0.398,0.4,517.0,530.0,2.658e-61,1.184e-62,0.6063,0.6039,0.6012,0.6039,0.6063,0.5992,1.0,1.0,0.8491,0.8407,1.0,1.0,0.0,0.0,0.0,0.0,404.0,398.0,0.416,0.415,4.7520000000000004e-122,4.547e-120,1151,0.0048356862645193,1.1377642698035115,64.7854934334755,0.056339372586345,0.0224159652677214,2.754743660862372,156.81823551654816,0.8546541433440278,0.0786906498311544,2.501483096285311,142.39987713098526,0.3708028076315452,0.0104489680246058,1.6485392710818778,93.47274565696716,0.1558998643260687,0.0703125,0.4924,12.53,0.0006663093275008,1.0,0.0,0.0,1812.0,0.398,517.0,1.184e-62,0.6039,0.6012,0.5992,1.0,0.8407,1.0,0.0,0.0,398.0,0.415,4.7520000000000004e-122,-2.8374280478673835,0.546,,0.914,True,True
YAL051W,YOR363C,0.404011,0.404011,0.424699,True,4,193,YAL051W_YOR363C,YAL051W,YOR363C,False,set(),set(),0,0,set(),0,0,0.0,0.0,YAL051W,YOR363C,P39720,P52960,1.0,1.0,0.0,0.0,0.0,0.0,2839.0,2828.0,0.382,0.388,1052.0,1051.0,2.145e-61,2.689e-63,0.7644,0.7732,0.7291,0.7732,0.7644,0.7682,1.0,1.0,0.7791,0.7626,1.0,1.0,0.0,0.0,0.0,0.0,723.0,736.0,0.413,0.412,3.1760000000000003e-223,1.884e-228,95,0.0072824566887218,1.4167495494093856,80.51140058040619,0.1082973069433832,0.0182790100464346,2.362469191232476,134.5279756784439,0.4865241000847892,0.0191192653161107,1.371350873424517,78.26489347219467,0.0593694729563756,0.0080478666466654,1.4571657663780866,82.88770580291748,0.1106603407271494,0.025390625,0.2998,7.57,0.0001207766468678,1.0,0.0,0.0,2828.0,0.382,1051.0,2.689e-63,0.7644,0.7291,0.7644,1.0,0.7626,1.0,0.0,0.0,723.0,0.412,1.884e-228,-3.8734366725918146,0.936,1.0,1.0,True,True
YDR435C,YOL141W,0.213415,0.1007189999999999,0.213415,True,2,197,YDR435C_YOL141W,YDR435C,YOL141W,False,set(),"{'YPL036W', 'YCR010C'}",0,2,set(),2,0,0.0,0.0,YDR435C,YOL141W,Q04081,Q08282,28.0,31.0,0.0,0.0,21.0,22.0,665.0,654.0,0.226,0.235,349.0,344.0,3.873e-19,1.028e-18,0.8208,0.8418,0.8208,0.4116,0.8084,0.8418,1.0,1.0,0.6729,0.6175,17.0,,0.0,,16.0,,90.0,,0.257,,5.36e-18,,2304,0.0178945969717772,2.22200373156647,126.44009357690813,0.4418310336334554,0.3066983179648245,11.165579952155497,628.1835848689079,108.65291438067464,0.1592030521829779,3.726711520963105,210.8909621834755,1.4442990448927782,0.1344367601524637,5.86631241996342,330.18269419670105,9.4282331215679,0.2060546875,0.773,19.3,0.0026518645229694,28.0,0.0,21.0,654.0,0.226,344.0,3.873e-19,0.8208,0.4116,0.8084,1.0,0.6175,17.0,0.0,16.0,90.0,0.257,5.36e-18,4.316124418026246,0.159,,0.139,False,False
YDR461W,YNL145W,0.722222,0.6842109999999999,0.722222,True,2,198,YDR461W_YNL145W,YDR461W,YNL145W,False,set(),set(),0,0,set(),0,0,0.0,0.0,YDR461W,YNL145W,P34165,P34166,1.0,1.0,0.0,0.0,0.0,0.0,56.0,48.0,0.684,0.684,38.0,38.0,0.04174,0.1727,0.2929,0.2928,0.2929,0.2856,0.2856,0.2928,0.663,0.411,0.772,0.7653,1.0,1.0,0.0,0.0,0.0,0.0,55.0,56.0,0.71,0.71,5.007e-10,2.491e-10,2317,0.0025828299693934,0.8103845731223306,46.36552280187607,0.0227381898185493,0.0059116675486797,1.4611363648479472,83.61445528268814,0.1460937217119804,0.0156616003781001,1.7845382355345831,101.3298088312149,0.1770730250130346,0.0037287283842141,0.9324476381442824,53.28229975700378,0.0312621233380437,0.04931640625,0.5835,14.79,0.0012402319500641,1.0,0.0,0.0,48.0,0.684,38.0,0.04174,0.2928,0.2856,0.2856,0.411,0.7653,1.0,0.0,0.0,55.0,0.71,2.491e-10,-2.8580069769132423,1.0,1.0,1.0,True,True
YDL130W-A,YDL181W,0.465116,0.465116,0.470588,True,2,210,YDL130W-A_YDL181W,YDL130W-A,YDL181W,False,set(),"{'YPL078C', 'YDL004W', 'YPL271W', 'YPR020W', 'YKL016C', 'YBR039W', 'YGR111W', 'YJR121W', 'YDR298C', 'YBL099W', 'Q0085', 'YDR280W', 'YLR295C'}",0,13,set(),13,0,0.0,0.0,YDL130W-A,YDL181W,P01098,P01097,1.0,1.0,0.0,0.0,0.0,0.0,118.0,139.0,0.453,0.453,86.0,86.0,0.0009477,0.0001983,0.6506,0.6507,0.6435,0.6507,0.6506,0.6436,1.0,1.0,0.8829,0.891,1.0,1.0,0.0,0.0,0.0,0.0,72.0,75.0,0.507,0.48,6.687e-15,5.727e-16,1544,0.0053078427773896,1.1742929640338018,66.88225066661835,0.0609872952657017,0.0242740953552823,2.8173358366592165,160.81642401218414,0.9480777150581804,0.0512910381392802,2.524048542833004,142.61854541301727,0.4217645415101286,0.011829872879544,1.6886741314445517,96.37836122512816,0.169186576100712,0.07861328125,0.625,15.96,0.0013191904261687,1.0,0.0,0.0,118.0,0.453,86.0,0.0001983,0.6506,0.6435,0.6436,1.0,0.8829,1.0,0.0,0.0,72.0,0.48,5.727e-16,-2.731837249630757,1.0,1.0,0.036,False,False
YKL085W,YOL126C,0.4550899999999999,0.403183,0.4550899999999999,False,3,212,YKL085W_YOL126C,YKL085W,YOL126C,False,"{'YOR136W', 'YLR369W', 'YJR121W', 'YBR221C', 'YKL170W', 'YDL078C', 'YDR430C', 'YJR016C', 'YDL066W', 'YMR083W', 'YCL064C', 'YMR108W', 'YKL003C', 'YOL096C', 'YLR089C', 'YLR355C', 'YOR356W', 'YER080W', 'YBL022C', 'YHR208W', 'YHL021C', 'YBR026C', 'YER170W', 'YHR147C', 'YDL178W', 'YJR024C', 'YER073W', 'YOR125C', 'YER178W', 'YGR207C', 'YOR232W', 'YOR374W', 'YLR304C', 'YDR234W', 'YML078W', 'YLR259C', 'YJR045C', 'YCL057W', 'YLR163C'}","{'YGR077C', 'YGL184C', 'YKR038C', 'YER015W', 'YCR005C', 'YOR180C', 'YHR096C', 'YGR127W', 'YGL179C', 'YDL200C', 'YKL128C', 'YML042W', 'YKR009C', 'YIR034C', 'YOR090C', 'YLR027C', 'YBR222C'}",39,17,set(),56,0,0.0,0.0,YKL085W,YOL126C,P17505,P22133,76.0,15.0,1.0,0.0,32.0,12.0,1180.0,1159.0,0.41,0.41,375.0,375.0,2.958e-31,1.225e-31,0.8754,0.8746,0.8754,0.779,0.8674,0.8746,1.0,1.0,0.7878,0.737,148.0,2.0,1.0,0.0,139.0,1.0,243.0,232.0,0.432,0.432,9.646e-70,2.6620000000000003e-65,4698,0.0183141605668534,2.2286180052706457,127.1223884820938,0.4177638225699068,0.0835136000386894,5.258727613361244,295.5178301930428,8.046025397682948,0.1150536603117258,3.06998133533934,172.45451617240906,0.7642289847214407,0.03569724185948,3.004207069499367,169.48142158985138,1.0319264114682654,0.2021484375,0.824,21.2,0.0035731822103697,15.0,0.0,12.0,1159.0,0.41,375.0,1.225e-31,0.8746,0.779,0.8674,1.0,0.737,2.0,0.0,1.0,232.0,0.432,9.646e-70,-0.7942599287571006,0.605,0.742,1.0,True,True
YOL123W,YPL043W,0.093633,0.0729927,0.093633,True,6,213,YOL123W_YPL043W,YOL123W,YPL043W,False,"{'YMR193W', 'YDR322W', 'YBR017C', 'YNL252C', 'YNL177C', 'YNL005C', 'YPL173W'}","{'YOL041C', 'YMR229C', 'YER006W', 'YDR087C', 'YLR276C', 'YDR412W', 'YOR206W', 'YKL009W', 'YHR052W', 'YGR193C', 'YFR001W', 'YAL025C', 'YOR294W', 'YOL077C', 'YHR088W', 'YKL172W', 'YDL031W', 'YGR103W', 'YNR053C', 'YKL021C', 'YPL211W', 'YLR009W', 'YNL071W', 'YNL002C', 'YMR049C', 'YGL111W', 'YHR066W', 'YOL080C', 'YDR060W', 'YER002W', 'YNL061W', 'YPL093W', 'YPL146C', 'YMR290C', 'YLR449W', 'YLR196W', 'YOR272W', 'YLL008W', 'YPR169W', 'YKR081C', 'YER126C', 'YKL082C', 'YCL054W', 'YNL110C', 'YBR142W'}",7,45,set(),52,0,0.0,0.0,YOL123W,YPL043W,Q99383,P37838,621.0,695.0,8.0,7.0,30.0,30.0,258.0,249.0,0.174,0.17,286.0,293.0,3.401e-14,2.975e-12,0.2768,0.2821,0.1533,0.1263,0.152,0.1603,1.0,1.0,0.6817,0.7049,,138.0,,2.0,,49.0,,51.0,,0.224,,4.735e-05,5555,0.0338167721402058,2.996698305720232,170.85899037122726,1.0249667418535933,0.1059258676299488,5.581825378542907,317.4944102168083,7.975123198043964,0.3408411738465807,5.790620732675543,320.2832621335983,7.806951497347677,0.0528116816072957,3.676470617812789,210.01989364624023,1.8533680059715048,0.43115234375,1.426,35.7,0.0316471406974118,621.0,7.0,30.0,249.0,0.17,286.0,3.401e-14,0.2768,0.1263,0.152,1.0,0.6817,138.0,2.0,49.0,51.0,0.224,4.735e-05,4.122645995452549,0.883,,0.923,True,True
YOL123W,YPR112C,0.0543071,0.0326945,0.0543071,False,6,213,YOL123W_YPR112C,YOL123W,YPR112C,False,"{'YMR193W', 'YDR322W', 'YBR017C', 'YNL252C', 'YNL177C', 'YNL005C', 'YPL173W'}","{'YDL191W', 'YJL010C', 'YGR159C', 'YDR449C', 'YDL208W', 'YMR242C', 'YLR003C', 'YLR197W', 'YOR310C', 'YCL059C', 'YGR283C', 'YDR365C', 'YCR057C', 'YMR143W'}",7,14,set(),21,0,0.0,0.0,YOL123W,YPR112C,Q99383,Q06106,2218.0,2048.0,26.0,27.0,31.0,31.0,144.0,157.0,0.135,0.163,532.0,386.0,1.343e-10,3.174e-10,0.1484,0.1899,0.1478,0.08697,0.1465,0.1396,1.0,1.0,0.6634,0.5326,427.0,150.0,7.0,3.0,77.0,48.0,49.0,53.0,0.313,0.277,0.0001371,1.628e-05,5556,0.0426595227261835,3.3757249804750096,192.8748019337654,1.5359600081994425,0.1226823868635363,6.045583144982829,343.65592581033707,10.12062526478188,0.3181823939568267,5.590041974664911,312.44516932964325,7.00310233169017,0.0611726072652283,3.953583455842173,225.9418110847473,2.3282362047756857,0.37841796875,1.348,33.78,0.0261251740680249,2048.0,26.0,31.0,144.0,0.135,386.0,1.343e-10,0.1484,0.08697,0.1396,1.0,0.5326,150.0,3.0,48.0,49.0,0.277,1.628e-05,4.982244605712692,0.682,0.595,0.923,True,True
YCR026C,YEL016C,0.268194,0.268194,0.403651,True,2,214,YCR026C_YEL016C,YCR026C,YEL016C,False,set(),set(),0,0,set(),0,0,0.0,0.0,YCR026C,YEL016C,P25353,P39997,1.0,1.0,0.0,0.0,0.0,0.0,1625.0,1728.0,0.376,0.383,526.0,519.0,7.961e-52,6.717e-54,0.7851,0.7831,0.5265,0.7831,0.7851,0.7786,1.0,1.0,0.7304,0.7945,1.0,1.0,0.0,0.0,0.0,0.0,376.0,365.0,0.39,0.421,2.43e-109,4.0570000000000003e-109,1223,0.0140508053614564,1.9350581135344,110.08018690347672,0.2522515909057031,0.2578407231182303,9.611373623954988,541.8663231730461,73.67502681397495,0.0858670323733419,2.7024148783574256,150.5410851240158,0.541095285822858,0.09960984359168,5.044187503866384,285.1966714859009,5.194747561974848,0.1328125,0.653,15.73,0.0017622397796617,1.0,0.0,0.0,1625.0,0.376,519.0,6.717e-54,0.7831,0.5265,0.7786,1.0,0.7304,1.0,0.0,0.0,365.0,0.39,2.43e-109,1.6540042339879786,0.684,,1.0,True,True
