A1_ensembl,A2_ensembl,sequence_identity,min_sequence_identity,max_seq_id,closest,family_size,family_id,sorted_gene_pair,A1_entrez,A2_entrez,interact,A1_ppi,A2_ppi,n_A1_ppi,n_A2_ppi,shared_ppi,n_total_ppi,n_shared_ppi,shared_ppi_jaccard_idx,fet_ppi_overlap,A1,A2,uniprot_id_A1,uniprot_id_A2,A1_A2_rank_struct,A2_A1_rank_struct,A1_nb_human_struct,A2_nb_human_struct,A1_nb_taxid_struct,A2_nb_taxid_struct,A1_bits_struct,A2_bits_struct,A1_fident_struct,A2_fident_struct,A1_alnlen_struct,A2_alnlen_struct,A1_evalue_struct,A2_evalue_struct,A1_alntmscore_struct,A2_alntmscore_struct,A1_qtmscore_struct,A2_qtmscore_struct,A1_ttmscore_struct,A2_ttmscore_struct,A1_prob_struct,A2_prob_struct,A1_lddt_struct,A2_lddt_struct,A1_A2_rank_seq,A2_A1_rank_seq,A1_nb_selfSP_seq,A2_nb_selfSP_seq,A1_nb_taxid_seq,A2_nb_taxid_seq,A1_A2_bits_seq,A2_A1_bits_seq,A1_A2_id_percent_seq,A2_A1_id_percent_seq,A1_A2_evalue_seq,A2_A1_evalue_seq,Unnamed: 0,esm2_beginning_of_sequence_cosine,esm2_beginning_of_sequence_euclidean,esm2_beginning_of_sequence_manhattan,esm2_beginning_of_sequence_ts_ss,esm2_end_of_sequence_cosine,esm2_end_of_sequence_euclidean,esm2_end_of_sequence_manhattan,esm2_end_of_sequence_ts_ss,esm2_mean_of_residue_tokens_cosine,esm2_mean_of_residue_tokens_euclidean,esm2_mean_of_residue_tokens_manhattan,esm2_mean_of_residue_tokens_ts_ss,esm2_mean_of_special_tokens_cosine,esm2_mean_of_special_tokens_euclidean,esm2_mean_of_special_tokens_manhattan,esm2_mean_of_special_tokens_ts_ss,ProtT5_per-protein_cosine,ProtT5_per-protein_euclidean,ProtT5_per-protein_manhattan,ProtT5_per-protein_ts_ss,rank_struct,selfSP_struct,taxid_struct,bits_struct,fident_struct,alnlen_struct,evalue_struct,alntmscore_struct,qtmscore_struct,ttmscore_struct,prob_struct,lddt_struct,rank_seq,selfSP_seq,taxid_seq,bits_seq,id_percent_seq,evalue_seq,dim1_PCA,Query Strain ID,Query allele name,Array Strain ID,Genetic interaction score (ε),P-value,SL
YGL039W,YOL151W,0.551724,0.551724,0.561404,False,6,22,YGL039W_YOL151W,YGL039W,YOL151W,False,"{'YDR257C', 'YLR216C'}","{'YJL138C', 'YPR160W', 'YDR239C', 'YBR234C', 'YDL048C', 'YGR256W', 'YPL018W'}",2,7,set(),9,0,0.0,0.0,YGL039W,YOL151W,P53183,Q12068,3.0,3.0,2.0,2.0,0.0,0.0,1978.0,2011.0,0.561,0.561,342.0,342.0,4.346e-50,1.025e-51,0.9767,0.9767,0.9601,0.9767,0.9767,0.9733,1.0,1.0,0.9178,0.9232,2.0,2.0,1.0,1.0,0.0,0.0,384.0,388.0,0.564,0.564,3.7399999999999998e-118,1.2e-119,3243,0.0060990450417923,1.2855898714631286,73.18957716226578,0.081124169810715,0.0444225943778615,3.944543608534793,224.1035852432251,2.934117855631266,0.0359444046731369,1.613379805793292,91.31498497724532,0.0862108240331727,0.017718190310382,2.123269805188704,120.91683542728424,0.3297427784034681,0.05322265625,0.3813,9.64,0.0002198875329833,3.0,2.0,0.0,1978.0,0.561,342.0,1.025e-51,0.9767,0.9601,0.9733,1.0,0.9178,2.0,1.0,0.0,384.0,0.564,1.2e-119,-3.745452651536779,YOL151W_sn1013,gre2,YGL039W_dma1610,-0.0174,0.169,False
YGL039W,YDR541C,0.511494,0.511494,0.517442,False,6,22,YDR541C_YGL039W,YGL039W,YDR541C,False,"{'YDR257C', 'YLR216C'}",set(),2,0,set(),2,0,0.0,0.0,YDR541C,YGL039W,Q03049,P53183,2.0,2.0,1.0,1.0,0.0,0.0,2010.0,2002.0,0.515,0.515,345.0,345.0,1.6649999999999997e-51,3.082e-50,0.9839,0.9843,0.9839,0.9731,0.9809,0.9843,1.0,1.0,0.9311,0.9276,3.0,3.0,2.0,2.0,0.0,0.0,369.0,370.0,0.523,0.523,4.852e-113,2.589e-113,2395,0.0039014786445863,1.0282167365780182,58.55941766500473,0.0452985480174078,0.0445208453648273,3.956496405827133,224.7195115685463,3.007076177353799,0.0393680711161474,1.6910312242670165,95.7519199848175,0.0969022689365944,0.0175027854811509,2.1108695526364865,119.72660732269289,0.3217140581249002,0.0712890625,0.4578,11.57,0.0003889300699967,2.0,1.0,0.0,2002.0,0.515,345.0,1.6649999999999997e-51,0.9839,0.9731,0.9809,1.0,0.9276,3.0,2.0,0.0,369.0,0.523,2.589e-113,-3.7041359555130335,YDR541C_sn4291,ydr541c,YGL039W_dma1610,0.0733,0.1649,False
YHR049W,YOR280C,0.230453,0.210526,0.230453,True,3,191,YHR049W_YOR280C,YHR049W,YOR280C,False,set(),set(),0,0,set(),0,0,0.0,0.0,YHR049W,YOR280C,P38777,Q99369,4.0,17.0,1.0,1.0,2.0,14.0,491.0,502.0,0.246,0.236,260.0,258.0,1.427e-17,3.205e-17,0.7217,0.7457,0.7217,0.6845,0.7071,0.7457,1.0,1.0,0.6557,0.696,2.0,4.0,0.0,1.0,1.0,1.0,92.0,95.0,0.303,0.303,2.005e-19,3.477e-20,3939,0.0073635706584256,1.396919178462214,79.8737923502922,0.098477228303408,0.1257306168096893,6.3394086943886645,361.6154712438584,12.36096208402046,0.0945330367971666,2.8354391800397742,160.99143481254578,0.5549197245128312,0.045018567268582,3.354541973647208,191.3521823883057,1.4180266661090093,0.0888671875,0.529,13.49,0.0007989557229782,4.0,1.0,2.0,491.0,0.236,258.0,1.427e-17,0.7217,0.6845,0.7071,1.0,0.6557,2.0,0.0,1.0,92.0,0.303,3.477e-20,-0.5193160549228819,YHR049W_sn3813,fsh1,YOR280C_dma4673,-0.1854,0.002157,True
YHR049W,YMR222C,0.209877,0.209877,0.2287,False,3,191,YHR049W_YMR222C,YHR049W,YMR222C,False,set(),set(),0,0,set(),0,0,0.0,0.0,YHR049W,YMR222C,P38777,Q05015,2.0,9.0,0.0,1.0,1.0,7.0,520.0,517.0,0.216,0.216,245.0,245.0,6.046e-17,7.787e-17,0.8175,0.8159,0.7551,0.8159,0.8175,0.7988,1.0,1.0,0.6932,0.7073,6.0,10.0,1.0,1.0,4.0,7.0,65.0,65.0,0.222,0.219,1.998e-10,1.38e-10,3938,0.0086406863479676,1.5141273700211852,85.62639826536179,0.1249022850126485,0.1188276046859614,6.511803518744702,367.8155627250672,17.824225177217595,0.1023325135363282,2.9403282184538164,167.8100932240486,0.644813457543686,0.0475934530455208,3.4611895982804053,195.34311962127688,1.497014748233353,0.138671875,0.6436,16.17,0.0014729623086008,2.0,0.0,1.0,517.0,0.216,245.0,6.046e-17,0.8159,0.7551,0.7988,1.0,0.6932,6.0,1.0,4.0,65.0,0.219,1.38e-10,-0.40668675345738065,YHR049W_sn3813,fsh1,YMR222C_dma3808,-0.06,0.2446,False
YAL051W,YOR363C,0.404011,0.404011,0.424699,True,4,193,YAL051W_YOR363C,YAL051W,YOR363C,False,set(),set(),0,0,set(),0,0,0.0,0.0,YAL051W,YOR363C,P39720,P52960,1.0,1.0,0.0,0.0,0.0,0.0,2839.0,2828.0,0.382,0.388,1052.0,1051.0,2.145e-61,2.689e-63,0.7644,0.7732,0.7291,0.7732,0.7644,0.7682,1.0,1.0,0.7791,0.7626,1.0,1.0,0.0,0.0,0.0,0.0,723.0,736.0,0.413,0.412,3.1760000000000003e-223,1.884e-228,95,0.0072824566887218,1.4167495494093856,80.51140058040619,0.1082973069433832,0.0182790100464346,2.362469191232476,134.5279756784439,0.4865241000847892,0.0191192653161107,1.371350873424517,78.26489347219467,0.0593694729563756,0.0080478666466654,1.4571657663780866,82.88770580291748,0.1106603407271494,0.025390625,0.2998,7.57,0.0001207766468678,1.0,0.0,0.0,2828.0,0.382,1051.0,2.689e-63,0.7644,0.7291,0.7644,1.0,0.7626,1.0,0.0,0.0,723.0,0.412,1.884e-228,-3.8734366725918146,YAL051W_sn1911,oaf1,YOR363C_dma4764,-0.0139,0.4117,False
YAL051W,YCR106W,0.161414,0.161414,0.203125,False,4,193,YAL051W_YCR106W,YAL051W,YCR106W,False,set(),set(),0,0,set(),0,0,0.0,0.0,YAL051W,YCR106W,P39720,P25611,2.0,2.0,1.0,1.0,0.0,0.0,934.0,1010.0,0.161,0.158,936.0,977.0,2.2399999999999998e-23,4.46e-25,0.6978,0.7078,0.5639,0.7078,0.6978,0.6993,1.0,1.0,0.5804,0.5966,,2.0,,1.0,,0.0,,98.0,,0.22,,3.086e-19,93,0.0144695650103262,1.9977297981233768,113.41457211971284,0.2931900378953613,0.0450387173099463,3.694986940119906,210.13802874088287,2.066319490487932,0.0876681098720267,2.97188048838477,168.0871998667717,0.7439747017294928,0.021225906756018,2.363096702645351,133.83687686920166,0.4719755879810094,0.06884765625,0.5137,13.02,0.0007823823155518,2.0,1.0,0.0,934.0,0.158,936.0,4.46e-25,0.6978,0.5639,0.6978,1.0,0.5804,2.0,1.0,0.0,98.0,0.22,3.086e-19,-1.317906145157597,YAL051W_sn1911,oaf1,YCR106W_dma623,-0.0049,0.458,False
YDR178W,YLR164W,0.469613,0.469613,0.505952,True,3,194,YDR178W_YLR164W,YDR178W,YLR164W,False,"{'YLL041C', 'YKL148C', 'YJR080C'}",set(),3,0,set(),3,0,0.0,0.0,YDR178W,YLR164W,P37298,Q06236,1.0,1.0,0.0,0.0,0.0,0.0,609.0,601.0,0.512,0.512,160.0,160.0,4.206e-15,1.963e-15,0.8775,0.8781,0.7789,0.8377,0.8371,0.8264,1.0,1.0,0.901,0.8952,1.0,1.0,0.0,0.0,0.0,0.0,184.0,183.0,0.554,0.554,5.118e-52,6.466e-52,2021,0.0049762327004515,1.1339166774029397,64.55197262763977,0.0553863735502177,0.0213814435446909,2.451856521343841,139.62357288599014,0.5273305818478022,0.0468614692232682,2.1830675711785923,123.78315263986588,0.2521376224095198,0.0089901029628379,1.4763173570839034,83.9780421257019,0.1194807879758005,0.04150390625,0.4258,10.8,0.0003916407002389,1.0,0.0,0.0,601.0,0.512,160.0,1.963e-15,0.8775,0.7789,0.8264,1.0,0.8952,1.0,0.0,0.0,183.0,0.554,5.118e-52,-3.647353009969215,YLR164W_sn2777,shh4,YDR178W_dma951,-0.0139,0.4228,False
YDR178W,YOR297C,0.325967,0.307292,0.325967,False,3,194,YDR178W_YOR297C,YDR178W,YOR297C,False,"{'YLL041C', 'YKL148C', 'YJR080C'}","{'YLR250W', 'YNL231C', 'YPR033C', 'YLL018C', 'YFL048C', 'YEL065W', 'YGR185C', 'YDR037W', 'YLR109W', 'YHR019C', 'YHR064C', 'YIL078W', 'YEL034W', 'YDR356W', 'YBR121C', 'YGR285C', 'YOR168W'}",3,17,set(),20,0,0.0,0.0,YDR178W,YOR297C,P37298,Q08749,11.0,6.0,1.0,1.0,8.0,4.0,243.0,270.0,0.286,0.282,185.0,191.0,1.802e-07,7.841e-08,0.5727,0.6017,0.5727,0.5693,0.5621,0.6017,1.0,1.0,0.724,0.7726,3.0,2.0,1.0,0.0,1.0,1.0,85.0,87.0,0.401,0.394,8.017e-18,2.35e-18,2022,0.0085766119867395,1.4964923152622225,85.60033452510834,0.1295574774766482,0.0451917907902104,3.6586130415232576,206.76964044570923,2.35012265359045,0.0928218867173812,3.172755599161498,181.38060075044632,1.045272318717994,0.0187290671166963,2.1393055982262594,121.22108936309814,0.3354308499592476,0.07421875,0.6167,15.71,0.0016905722096532,6.0,1.0,4.0,243.0,0.282,185.0,7.841e-08,0.5727,0.5693,0.5621,1.0,0.724,2.0,0.0,1.0,85.0,0.394,2.35e-18,-1.4488010908447013,YOR297C_sn376,tim18,YDR178W_dma951,0.0789,0.2163,False
YJL013C,YGR188C,0.2019419999999999,0.101861,0.2019419999999999,True,2,195,YGR188C_YJL013C,YJL013C,YGR188C,False,set(),{'YOR026W'},0,1,set(),1,0,0.0,0.0,YGR188C,YJL013C,P41695,P47074,29.0,7.0,0.0,0.0,23.0,6.0,433.0,432.0,0.249,0.254,537.0,507.0,6.251e-18,1.22e-17,0.3148,0.3199,0.1634,0.315,0.3148,0.3158,1.0,1.0,0.6888,0.702,3.0,1.0,0.0,0.0,2.0,0.0,183.0,184.0,0.343,0.356,5.3849999999999996e-45,1.9899999999999997e-47,3592,0.018143503382391,2.226807407754824,127.59833651781082,0.434050341616324,0.1406564521910842,6.508519581736842,369.7836662530899,15.18018829429426,0.1114046542901351,3.513794989260046,200.05301398038864,1.6671278243544043,0.0551815115656252,3.7805785543541774,214.05285334587097,2.113070415705216,0.115234375,0.6846,17.16,0.0022129539137832,7.0,0.0,6.0,432.0,0.249,507.0,6.251e-18,0.3148,0.1634,0.3148,1.0,0.6888,1.0,0.0,0.0,183.0,0.343,1.9899999999999997e-47,1.3677065642218682,YJL013C_sn1472,mad3,YGR188C_dma1950,-0.001,0.4909,False
YJR155W,YDL243C,0.920139,0.805471,0.920139,True,10,196,YDL243C_YJR155W,YJR155W,YDL243C,False,set(),set(),0,0,set(),0,0,0.0,0.0,YDL243C,YJR155W,Q07747,P47182,4.0,1.0,1.0,0.0,2.0,0.0,2011.0,2076.0,0.923,0.923,287.0,287.0,2.65e-49,8.398e-53,0.9938,0.9938,0.8674,0.9903,0.9903,0.9888,1.0,1.0,0.9156,0.984,2.0,1.0,1.0,0.0,0.0,0.0,543.0,537.0,0.923,0.923,1.426e-173,2.588e-172,1739,0.1568929584079348,6.89644669390317,393.4976024031639,18.927943622720196,0.0081349433317717,1.5308142741988973,86.8687556385994,0.1406386920293963,0.0194132761815721,1.23381405998636,70.22915947437286,0.0431299460072638,0.0494965198249964,3.528503072641037,200.96910047531128,1.6688024520761542,0.0234375,0.2247,5.64,4.01498183417065e-05,1.0,0.0,0.0,2011.0,0.923,287.0,8.398e-53,0.9938,0.8674,0.9888,1.0,0.9156,1.0,0.0,0.0,537.0,0.923,1.426e-173,-1.2025725315229012,YJR155W_sn2741,aad10,YDL243C_dma818,-0.0006,0.4944,False
YJR155W,YCR107W,0.78125,0.619835,0.78125,False,10,196,YCR107W_YJR155W,YJR155W,YCR107W,False,set(),set(),0,0,set(),0,0,0.0,0.0,YCR107W,YJR155W,P25612,P47182,8.0,5.0,2.0,2.0,4.0,2.0,1619.0,1712.0,0.847,0.847,263.0,263.0,5.807e-44,1.1239999999999998e-44,0.9811,0.9813,0.7137,0.8972,0.8971,0.8934,1.0,1.0,0.831,0.9353,3.0,3.0,2.0,2.0,0.0,0.0,464.0,458.0,0.851,0.851,1.501e-145,6.35e-145,1344,0.1292657584683072,5.974459824898736,338.8658931851387,10.490527260665152,0.0718952490423651,4.712280288686963,264.70444017648697,5.6032797272173385,0.0556086990841935,2.0788070794857934,117.93965685367584,0.2079955623031419,0.0577433358305468,3.794725703584635,215.1492750644684,2.0102160358631997,0.0869140625,0.4775,11.805,0.0004597683314719,5.0,2.0,2.0,1619.0,0.847,263.0,1.1239999999999998e-44,0.9811,0.7137,0.8934,1.0,0.831,3.0,2.0,0.0,458.0,0.851,1.501e-145,0.07022572826061667,YJR155W_sn2741,aad10,YCR107W_dma5251,0.0094,0.4378,False
YJR155W,YPL088W,0.0763889,0.0643275,0.0763889,False,10,196,YJR155W_YPL088W,YJR155W,YPL088W,False,set(),set(),0,0,set(),0,0,0.0,0.0,YJR155W,YPL088W,P47182,Q02895,35.0,210.0,4.0,3.0,10.0,33.0,587.0,541.0,0.248,0.244,278.0,278.0,8.221e-19,1.611e-17,0.7474,0.7481,0.7225,0.6143,0.7144,0.7231,1.0,1.0,0.7297,0.6363,,48.0,,1.0,,25.0,,87.0,,0.277,,6.232e-17,4623,0.1518235390505533,6.477943301687025,368.61012971401215,13.660689079526865,0.310898259209821,10.638312577741186,589.6021928787231,105.51312155481246,0.1541644278121472,3.4245079817677,196.22502833604813,1.126605448935155,0.1510785036840204,6.138173450385282,346.130850315094,10.059361701560997,0.1494140625,0.6045,14.96,0.0011800888795545,35.0,3.0,10.0,541.0,0.244,278.0,8.221e-19,0.7474,0.6143,0.7144,1.0,0.6363,48.0,1.0,25.0,87.0,0.277,6.232e-17,6.3529699994303375,YJR155W_sn2741,aad10,YPL088W_dma4830,-0.0051,0.4388,False
YDR435C,YOL141W,0.213415,0.1007189999999999,0.213415,True,2,197,YDR435C_YOL141W,YDR435C,YOL141W,False,set(),"{'YPL036W', 'YCR010C'}",0,2,set(),2,0,0.0,0.0,YDR435C,YOL141W,Q04081,Q08282,28.0,31.0,0.0,0.0,21.0,22.0,665.0,654.0,0.226,0.235,349.0,344.0,3.873e-19,1.028e-18,0.8208,0.8418,0.8208,0.4116,0.8084,0.8418,1.0,1.0,0.6729,0.6175,17.0,,0.0,,16.0,,90.0,,0.257,,5.36e-18,,2304,0.0178945969717772,2.22200373156647,126.44009357690813,0.4418310336334554,0.3066983179648245,11.165579952155497,628.1835848689079,108.65291438067464,0.1592030521829779,3.726711520963105,210.8909621834755,1.4442990448927782,0.1344367601524637,5.86631241996342,330.18269419670105,9.4282331215679,0.2060546875,0.773,19.3,0.0026518645229694,28.0,0.0,21.0,654.0,0.226,344.0,3.873e-19,0.8208,0.4116,0.8084,1.0,0.6175,17.0,0.0,16.0,90.0,0.257,5.36e-18,4.316124418026246,YDR435C_sn1232,ppm1,YOL141W_dma4410,-0.0014,0.4877,False
YHR111W,YPR066W,0.102273,0.102273,0.150502,False,8,199,YHR111W_YPR066W,YHR111W,YPR066W,False,"{'YDR050C', 'YLR058C', 'YKL152C', 'YPR035W', 'YNL007C', 'YMR246W', 'YOR027W', 'YBL098W', 'YOR007C', 'YML028W', 'YDR171W', 'YLR180W', 'YAL005C', 'YIL008W', 'YLL024C'}",set(),15,0,set(),15,0,0.0,0.0,YHR111W,YPR066W,P38820,Q99344,97.0,74.0,0.0,1.0,43.0,35.0,443.0,481.0,0.193,0.192,300.0,302.0,1.335e-14,1.047e-16,0.659,0.6438,0.4568,0.6438,0.659,0.6346,1.0,1.0,0.6632,0.6978,82.0,48.0,1.0,2.0,62.0,24.0,66.0,63.0,0.293,0.297,5.912e-10,1.908e-09,4008,0.0827951936840964,4.824341108459068,275.5293571949005,5.179873739946749,0.3425622088918862,11.555162053494728,659.9189099669456,106.93650908768046,0.1783992371639718,3.637657023063253,206.98744976520535,1.416322539318671,0.1598717771074291,6.474370873439424,367.98509311676025,12.960983000846696,0.259765625,0.8896,22.5,0.0049315787710337,74.0,0.0,35.0,443.0,0.192,300.0,1.047e-16,0.6438,0.4568,0.6346,1.0,0.6632,48.0,1.0,24.0,63.0,0.293,5.912e-10,6.735150070219886,YPR066W_sn1566,uba3,YHR111W_dma2155,0.0242,0.08583,False
YKL072W,YMR053C,0.460835,0.415294,0.460835,True,2,201,YKL072W_YMR053C,YKL072W,YMR053C,False,"{'YNL247W', 'YOR208W', 'YOR324C'}",set(),3,0,set(),3,0,0.0,0.0,YKL072W,YMR053C,P36085,P46679,1.0,1.0,0.0,0.0,0.0,0.0,1981.0,2001.0,0.445,0.447,801.0,793.0,1.001e-65,2.156e-68,0.5332,0.5349,0.5332,0.4838,0.5304,0.5349,1.0,1.0,0.8058,0.8149,1.0,1.0,0.0,0.0,0.0,0.0,680.0,659.0,0.471,0.471,6.178e-213,2.4069999999999998e-204,4686,0.0093209499621104,1.5939654732172206,91.5909406542778,0.1509103827877375,0.0099785751260146,1.7093194127871605,97.06938111782074,0.1999466241930286,0.0187593842696059,1.5245793019927756,86.56885612010956,0.0932330616394142,0.0062929556109552,1.2848940340344004,73.35123825073242,0.0775581662704884,0.0400390625,0.4841,12.35,0.0007510247500459,1.0,0.0,0.0,1981.0,0.445,793.0,2.156e-68,0.5332,0.4838,0.5304,1.0,0.8058,1.0,0.0,0.0,659.0,0.471,6.178e-213,-3.305837360101977,YKL072W_sn1694,stb6,YMR053C_dma3668,-0.0943,0.00523,True
YLR070C,YBR046C,0.207865,0.207865,0.221557,False,21,38,YBR046C_YLR070C,YLR070C,YBR046C,False,set(),"{'YKL055C', 'YLR182W', 'YOL036W'}",0,3,set(),3,0,0.0,0.0,YBR046C,YLR070C,P38230,Q07993,283.0,435.0,4.0,11.0,38.0,43.0,720.0,713.0,0.226,0.224,379.0,379.0,3.877e-24,2.183e-24,0.7985,0.7958,0.7985,0.7505,0.7796,0.7958,1.0,1.0,0.6721,0.6523,46.0,371.0,0.0,7.0,39.0,281.0,72.0,74.0,0.256,0.258,3.717e-12,1.068e-12,647,0.0116014987416618,1.772769675090996,100.7390192747116,0.1967085221688049,0.1493942470389867,7.737044429986894,440.281696498394,26.74930774074268,0.203933390620864,3.7284350445612953,213.0088497400284,1.3593986130942275,0.0673146729655976,4.127710647549255,234.56976175308228,2.685088930210238,0.21044921875,0.7593,19.4,0.0027426879050992,283.0,4.0,38.0,713.0,0.224,379.0,2.183e-24,0.7958,0.7505,0.7796,1.0,0.6523,46.0,0.0,39.0,72.0,0.256,1.068e-12,1.4009149008998047,YLR070C_sn2904,xyl2,YBR046C_dma227,0.0051,0.4166,False
YLR070C,YDL168W,0.2134829999999999,0.196891,0.2134829999999999,False,21,38,YDL168W_YLR070C,YLR070C,YDL168W,False,set(),"{'YEL046C', 'YHR016C'}",0,2,set(),2,0,0.0,0.0,YDL168W,YLR070C,P32771,Q07993,131.0,189.0,0.0,8.0,35.0,37.0,862.0,867.0,0.238,0.238,394.0,394.0,8.404e-29,2.418e-28,0.8482,0.8476,0.7864,0.8476,0.8482,0.8309,1.0,1.0,0.6532,0.6841,188.0,275.0,1.0,4.0,122.0,243.0,102.0,99.0,0.269,0.275,1.61e-21,9.699e-21,1639,0.0108133227940558,1.7070277422654312,97.68041640520096,0.1917490223215914,0.130668033090649,7.002145968841331,396.8425799012184,22.24484805342869,0.1777035598366997,3.5297550651845992,199.89140284061432,1.0513769350289248,0.0551854075887143,3.730688894948895,211.63751649856567,1.9027883345780852,0.19091796875,0.739,18.55,0.0026474512154414,131.0,0.0,35.0,862.0,0.238,394.0,8.404e-29,0.8476,0.7864,0.8309,1.0,0.6532,188.0,1.0,122.0,99.0,0.269,1.61e-21,0.7140950258046309,YLR070C_sn2904,xyl2,YDL168W_dma739,0.005,0.4547,False
YLR070C,YOL086C,0.19382,0.19382,0.198276,False,21,38,YLR070C_YOL086C,YLR070C,YOL086C,False,set(),set(),0,0,set(),0,0,0.0,0.0,YLR070C,YOL086C,Q07993,P00330,141.0,208.0,6.0,7.0,33.0,36.0,931.0,896.0,0.221,0.221,361.0,361.0,6.697e-29,4.497e-28,0.8959,0.8967,0.8768,0.8967,0.8959,0.8838,1.0,1.0,0.719,0.7134,375.0,351.0,8.0,6.0,284.0,253.0,72.0,81.0,0.287,0.287,4.593e-12,5.76e-15,4999,0.0127940216538792,1.859600532384181,105.54518073797226,0.2295919317459898,0.2477052584060065,10.074288075393978,575.3969064354897,69.6113327814336,0.2409678756232157,4.241264282569084,241.3646358847618,2.3296012235152546,0.1099635694581135,5.258184791604498,300.28837537765503,6.035177542605364,0.126953125,0.5723,14.39,0.0008560486604996,141.0,6.0,33.0,896.0,0.221,361.0,6.697e-29,0.8959,0.8768,0.8838,1.0,0.7134,351.0,6.0,253.0,72.0,0.287,5.76e-15,2.9972264857553257,YLR070C_sn2904,xyl2,YOL086C_dma5363,0.0133,0.0003318,False
YLR070C,YMR303C,0.2022469999999999,0.2022469999999999,0.206897,False,21,38,YLR070C_YMR303C,YLR070C,YMR303C,False,set(),{'YOR374W'},0,1,set(),1,0,0.0,0.0,YLR070C,YMR303C,Q07993,P00331,118.0,196.0,4.0,5.0,33.0,35.0,965.0,896.0,0.222,0.219,360.0,360.0,4.834e-30,4.151e-28,0.8918,0.8913,0.8728,0.8913,0.8918,0.8777,1.0,1.0,0.7216,0.7219,365.0,296.0,6.0,6.0,278.0,206.0,77.0,86.0,0.287,0.287,1.191e-13,1.421e-16,4996,0.0127619330418974,1.8572436924887992,105.75434583425522,0.2287472258143983,0.2520467143641052,10.14260027881546,577.7873405814171,70.37038024823359,0.2402401125974606,4.235960412563684,241.0367994904518,2.3250585510047475,0.1115070695048991,5.289725268457184,301.4360270500183,6.208205890308981,0.12109375,0.565,14.3,0.0008284592870498,118.0,4.0,33.0,896.0,0.219,360.0,4.834e-30,0.8913,0.8728,0.8777,1.0,0.7216,296.0,6.0,206.0,77.0,0.287,1.421e-16,2.9699686748703487,YLR070C_sn2904,xyl2,YMR303C_dma3911,-0.0185,0.3103,False
YLR070C,YBR145W,0.210674,0.210674,0.213675,False,21,38,YBR145W_YLR070C,YLR070C,YBR145W,False,set(),"{'YLR315W', 'YER052C', 'YDR036C', 'YLL018C', 'YDR023W'}",0,5,set(),5,0,0.0,0.0,YBR145W,YLR070C,P38113,Q07993,204.0,128.0,5.0,5.0,36.0,33.0,903.0,947.0,0.227,0.227,360.0,360.0,3.948e-28,4.1069999999999997e-29,0.8939,0.8927,0.8939,0.8808,0.8819,0.8927,1.0,1.0,0.7219,0.7367,200.0,329.0,7.0,5.0,126.0,267.0,90.0,88.0,0.281,0.299,7.553e-18,3.574e-17,835,0.0116205055639782,1.7712920690427172,101.00222587585448,0.2027428934528705,0.1864047167996708,8.618919455669154,490.4107023477554,37.768793527327695,0.2223503796696022,4.009931789469595,228.615048289299,1.7879716926531573,0.0813111345598899,4.528311186119984,257.4693007469177,3.6167226640000982,0.1220703125,0.5264,13.516,0.0006095422292252,128.0,5.0,33.0,903.0,0.227,360.0,4.1069999999999997e-29,0.8927,0.8808,0.8819,1.0,0.7219,200.0,5.0,126.0,88.0,0.281,7.553e-18,1.5647298833612053,YBR145W_sn2740,adh5,YLR070C_dma3167,-0.0455,0.1819,False
YLR070C,YMR083W,0.16573,0.157333,0.16573,False,21,38,YLR070C_YMR083W,YLR070C,YMR083W,False,set(),"{'YIL070C', 'YOR136W', 'YNL131W', 'YLR090W', 'YPL059W', 'YHR008C', 'YFL016C', 'YJR121W', 'YBR221C', 'YOR187W', 'YDR430C', 'YJR016C', 'YDL066W', 'YMR203W', 'YIL125W', 'YCL064C', 'YMR108W', 'YOL096C', 'YLR355C', 'YBR031W', 'YHR208W', 'YHL021C', 'YFL018C', 'YER170W', 'YIL051C', 'YER073W', 'YOR125C', 'YER178W', 'YLR382C', 'YGR207C', 'YOR232W', 'YOR374W', 'YLR304C', 'YNL037C', 'YLR259C', 'YKL085W', 'YJR045C'}",0,37,set(),37,0,0.0,0.0,YLR070C,YMR083W,Q07993,P07246,173.0,201.0,7.0,5.0,36.0,36.0,887.0,866.0,0.204,0.204,367.0,367.0,7.724e-28,4.204e-27,0.8725,0.8728,0.8725,0.8305,0.8599,0.8728,1.0,1.0,0.7195,0.7205,389.0,338.0,9.0,6.0,289.0,240.0,69.0,81.0,0.257,0.257,4.07e-11,7.693e-15,4994,0.023244279798957,2.5024412237894618,142.2710993885994,0.5775962762924753,0.2364843052934822,9.79826990103632,560.2891636490822,61.77901327546302,0.2356545307473132,4.184109356814175,238.48890459537503,2.203293718177999,0.1077568324011116,5.199224960920838,296.0703294277191,5.8602016565489805,0.12548828125,0.5444,13.914,0.0006733151361401,173.0,5.0,36.0,866.0,0.204,367.0,7.724e-28,0.8725,0.8305,0.8599,1.0,0.7195,338.0,6.0,240.0,69.0,0.257,7.693e-15,3.1324853664819607,YMR083W_sn2823,adh3,YLR070C_dma3167,-0.0006,0.4866,False
