A1_ensembl,A2_ensembl,sequence_identity,min_sequence_identity,max_seq_id,closest,family_size,family_id,sorted_gene_pair,A1_entrez,A2_entrez,interact,A1_ppi,A2_ppi,n_A1_ppi,n_A2_ppi,shared_ppi,n_total_ppi,n_shared_ppi,shared_ppi_jaccard_idx,fet_ppi_overlap,A1,A2,uniprot_id_A1,uniprot_id_A2,A1_A2_rank_struct,A2_A1_rank_struct,A1_nb_human_struct,A2_nb_human_struct,A1_nb_taxid_struct,A2_nb_taxid_struct,A1_bits_struct,A2_bits_struct,A1_fident_struct,A2_fident_struct,A1_alnlen_struct,A2_alnlen_struct,A1_evalue_struct,A2_evalue_struct,A1_alntmscore_struct,A2_alntmscore_struct,A1_qtmscore_struct,A2_qtmscore_struct,A1_ttmscore_struct,A2_ttmscore_struct,A1_prob_struct,A2_prob_struct,A1_lddt_struct,A2_lddt_struct,A1_A2_rank_seq,A2_A1_rank_seq,A1_nb_selfSP_seq,A2_nb_selfSP_seq,A1_nb_taxid_seq,A2_nb_taxid_seq,A1_A2_bits_seq,A2_A1_bits_seq,A1_A2_id_percent_seq,A2_A1_id_percent_seq,A1_A2_evalue_seq,A2_A1_evalue_seq,Unnamed: 0,esm2_beginning_of_sequence_cosine,esm2_beginning_of_sequence_euclidean,esm2_beginning_of_sequence_manhattan,esm2_beginning_of_sequence_ts_ss,esm2_end_of_sequence_cosine,esm2_end_of_sequence_euclidean,esm2_end_of_sequence_manhattan,esm2_end_of_sequence_ts_ss,esm2_mean_of_residue_tokens_cosine,esm2_mean_of_residue_tokens_euclidean,esm2_mean_of_residue_tokens_manhattan,esm2_mean_of_residue_tokens_ts_ss,esm2_mean_of_special_tokens_cosine,esm2_mean_of_special_tokens_euclidean,esm2_mean_of_special_tokens_manhattan,esm2_mean_of_special_tokens_ts_ss,ProtT5_per-protein_cosine,ProtT5_per-protein_euclidean,ProtT5_per-protein_manhattan,ProtT5_per-protein_ts_ss,rank_struct,selfSP_struct,taxid_struct,bits_struct,fident_struct,alnlen_struct,evalue_struct,alntmscore_struct,qtmscore_struct,ttmscore_struct,prob_struct,lddt_struct,rank_seq,selfSP_seq,taxid_seq,bits_seq,id_percent_seq,evalue_seq,dim1_PCA,BPO,CCO,MFO,same_func_go,same_func_ppi
YBR151W,YML050W,0.199367,0.199367,0.202572,True,2,362,YBR151W_YML050W,YBR151W,YML050W,False,"{'YLR182W', 'YDL122W'}",set(),2,0,set(),2,0,0.0,0.0,YBR151W,YML050W,P38281,Q04689,31.0,26.0,0.0,0.0,13.0,10.0,231.0,256.0,0.151,0.147,329.0,332.0,1.302e-10,1.577e-10,0.545,0.564,0.5375,0.564,0.545,0.5566,1.0,1.0,0.4572,0.5099,13.0,16.0,0.0,1.0,12.0,14.0,52.0,50.0,0.29,0.294,6.6e-06,2.696e-05,853,0.0130918433191298,1.8667250189348523,106.29485023021698,0.2400146849217472,0.0859204834721304,5.586317910118536,320.8262194991112,9.670173511302522,0.0978505250683916,3.2314055502751287,184.4770443439484,0.9913058017205226,0.0369542042895185,3.075197985119209,175.31532096862793,1.0939437741393971,0.0615234375,0.615,15.65,0.0013764647220077,26.0,0.0,10.0,231.0,0.147,329.0,1.302e-10,0.545,0.5375,0.545,1.0,0.4572,13.0,0.0,12.0,50.0,0.29,6.6e-06,0.1128392214024677,,0.272,,False,False
YMR243C,YOR316C,0.556561,0.556561,0.560364,True,5,92,YMR243C_YOR316C,YMR243C,YOR316C,False,"{'YDR089W', 'YOR118W', 'YDL128W', 'YLR034C', 'YIL047C', 'YOR270C', 'YJL012C', 'YGR125W', 'YPL019C', 'YFL004W'}","{'YDR089W', 'YLR093C', 'YDR481C', 'YNR013C', 'YOR270C', 'YJL012C', 'YPL019C', 'YFL004W'}",10,8,"{'YDR089W', 'YOR270C', 'YJL012C', 'YPL019C', 'YFL004W'}",13,5,0.3846153846153846,11.741813508558488,YMR243C,YOR316C,P20107,P32798,1.0,1.0,0.0,0.0,0.0,0.0,1243.0,1275.0,0.541,0.541,460.0,460.0,3.134e-36,4.484e-37,0.6645,0.6646,0.6603,0.6646,0.6645,0.6604,1.0,1.0,0.7064,0.7394,1.0,1.0,0.0,0.0,0.0,0.0,486.0,475.0,0.553,0.548,1.08e-151,6.022e-148,5360,0.0028970379256999,0.8751125185447489,49.5279592871666,0.0294478580611935,0.0429779261488822,3.605407436417392,206.1461653113365,1.864434340053176,0.0293410883774014,1.572404660050736,89.52894508838654,0.0788087666178405,0.0144590605511066,1.8989663337974612,108.59448254108428,0.243814092068778,0.01953125,0.271,6.85,7.242973125553341e-05,1.0,0.0,0.0,1243.0,0.541,460.0,4.484e-37,0.6645,0.6603,0.6604,1.0,0.7064,1.0,0.0,0.0,475.0,0.548,1.08e-151,-3.2942997798699896,0.509,0.917,0.83,True,True
YIL121W,YNL065W,0.411439,0.380546,0.411439,False,14,109,YIL121W_YNL065W,YIL121W,YNL065W,False,"{'YBR086C', 'YMR307W', 'YKL077W', 'YGL008C', 'YBR078W', 'YNR050C'}",set(),6,0,set(),6,0,0.0,0.0,YIL121W,YNL065W,P40474,P53943,2.0,1.0,1.0,0.0,0.0,0.0,1891.0,1846.0,0.431,0.413,510.0,525.0,6.052e-36,2.125e-35,0.8967,0.8737,0.845,0.7846,0.84,0.8469,1.0,1.0,0.8338,0.8363,3.0,2.0,1.0,0.0,1.0,1.0,390.0,378.0,0.442,0.444,6.33e-117,3.804e-112,4223,0.006107450863805,1.2711697259624286,72.76901239156723,0.076622721780056,0.0434353835901145,3.559108053159964,202.4818928837776,1.995385187101988,0.1152350202418237,2.928821272429645,165.98553204536438,0.6285204325816904,0.0163878468112924,2.036780331642461,115.63120412826538,0.2992759360236717,0.05810546875,0.3765,9.5,0.0002685708484269,1.0,0.0,0.0,1846.0,0.413,510.0,6.052e-36,0.8737,0.7846,0.84,1.0,0.8338,2.0,0.0,1.0,378.0,0.442,6.33e-117,-2.807319591569559,0.8,0.974,0.841,True,True
YGL147C,YNL067W,0.979058,0.979058,0.979058,True,3,374,YGL147C_YNL067W,YGL147C,YNL067W,True,"{'YDR382W', 'YLR249W', 'YDL191W', 'YLR344W', 'YBR084C-A', 'YPR043W', 'YNL023C', 'YOR234C', 'YKL180W', 'YGL013C', 'YLR384C', 'YJR094W-A', 'YER151C', 'YAL036C', 'YLR278C', 'YLL034C', 'YHL033C', 'YLR448W', 'YPL249C-A', 'YFL034C-A', 'YNL069C', 'YLL045C', 'YJL189W', 'YNR051C', 'YPL220W;YGL135W', 'YJL177W', 'YBR191W', 'YBR084W', 'YPL086C', 'YGR200C', 'YDR119W', 'YLR150W', 'YGL030W', 'YAL035W', 'YLR029C', 'YOL127W', 'YPL127C', 'YDL081C', 'YDR471W', 'YPL146C', 'YGL076C', 'YAL059W', 'YDL184C', 'YOL039W', 'YDR101C', 'YIL148W;YKR094C', 'YLR330W', 'YMR142C', 'YGL099W', 'YER063W', 'YLR325C', 'YIL052C', 'YNL301C', 'YFR032C-A', 'YDL136W', 'YFR031C-A', 'YLR061W', 'YGR245C', 'YLR340W', 'YPL131W', 'YPL143W', 'YGR085C', 'YER056C-A', 'YGL031C', 'YPL009C', 'YKL009W', 'YDR500C', 'YGR148C', 'YDR333C', 'YDR418W', 'YKL006W', 'YDL130W', 'YLR406C', 'YLR075W', 'YOR091W', 'YGL103W', 'YPR043W;YJR094W-A', 'YOL120C;YNL301C', 'YBL092W', 'YNL182C', 'YDL075W', 'YBL027W', 'YNR053C', 'YNL227C', 'YML073C', 'YPL198W', 'YBR031W', 'YIL133C', 'YHR170W', 'YOR063W', 'YLR287C-A;YOR182C', 'YIL161W', 'YNL091W', 'YDR381W', 'YNL112W', 'YPL079W', 'YDL082W', 'YHL001W', 'YMR012W', 'YDR174W', 'YGL049C', 'YBR263W', 'YLR196W', 'YLR185W', 'YGR034W', 'YDL133C-A', 'YHR064C', 'YBR073W', 'YGR285C', 'YJL122W', 'YDR012W'}","{'YGR245C', 'YLR340W', 'YPL131W', 'YPL143W', 'YFR031C-A;YIL018W', 'YGL031C', 'YKL180W', 'YPL009C', 'YLR061W', 'YLR384C', 'YGR148C', 'YDR418W', 'YAL036C', 'YLR075W', 'YOR091W', 'YEL054C;YDR418W', 'YGL103W', 'YPR043W;YJR094W-A', 'YOL120C;YNL301C', 'YBL092W', 'YHL033C', 'YNR053C', 'YFL034C-A', 'YLL045C', 'YJL189W', 'YPL198W', 'YBR031W', 'YIL133C', 'YOR063W', 'YHR170W', 'YBR084C-A;YBL027W', 'YJL177W', 'YBR084W', 'YBR191W', 'YMR242C;YOR312C', 'YLR150W', 'YAL035W', 'YLR029C', 'YOL127W', 'YPL127C', 'YGL049C', 'YDR174W', 'YBR263W', 'YGL076C', 'YOL039W', 'YGR034W', 'YDR101C', 'YIL148W;YKR094C', 'YGL099W', 'YHR064C', 'YIL052C', 'YJL122W', 'YPL220W;YGL135W'}",111,53,"{'YGR245C', 'YLR340W', 'YPL131W', 'YPL143W', 'YGL031C', 'YKL180W', 'YPL009C', 'YDR418W', 'YLR384C', 'YGR148C', 'YAL036C', 'YLR075W', 'YOR091W', 'YGL103W', 'YPR043W;YJR094W-A', 'YOL120C;YNL301C', 'YBL092W', 'YHL033C', 'YNR053C', 'YFL034C-A', 'YLL045C', 'YJL189W', 'YPL198W', 'YBR031W', 'YIL133C', 'YOR063W', 'YHR170W', 'YJL177W', 'YBR191W', 'YBR084W', 'YPL220W;YGL135W', 'YLR150W', 'YAL035W', 'YLR029C', 'YOL127W', 'YPL127C', 'YGL049C', 'YDR174W', 'YBR263W', 'YGL076C', 'YOL039W', 'YGR034W', 'YDR101C', 'YIL148W;YKR094C', 'YGL099W', 'YHR064C', 'YIL052C', 'YJL122W', 'YLR061W'}",115,49,0.4260869565217391,75.79088049238234,YGL147C,YNL067W,P05738,P51401,1.0,1.0,0.0,0.0,0.0,0.0,1533.0,1547.0,0.979,0.979,191.0,191.0,4.776e-35,1.504e-35,0.9883,0.9886,0.9883,0.9886,0.9883,0.9886,1.0,1.0,0.9867,0.9859,1.0,1.0,0.0,0.0,0.0,0.0,379.0,379.0,0.979,0.979,1.765e-119,1.765e-119,3336,0.0001400084642396,0.1939769063333576,11.06622701883316,0.0008680818621262,0.0018953903793593,0.7856482932767404,44.68485236167908,0.0247124611398801,0.0011715261219297,0.3360302267111183,19.188848614692688,0.0011984278214399,0.0006860539678636,0.4130900473191098,23.496272087097168,0.0042717470563973,0.00341796875,0.05203,1.308,1.158205940801936e-06,1.0,0.0,0.0,1533.0,0.979,191.0,1.504e-35,0.9883,0.9883,0.9883,1.0,0.9859,1.0,0.0,0.0,379.0,0.979,1.765e-119,-6.632192529490759,1.0,1.0,1.0,True,True
YIL046W,YJL112W,0.107812,0.0966387,0.107812,False,5,21,YIL046W_YJL112W,YIL046W,YJL112W,False,"{'YIL109C', 'YKL001C', 'YKL054C', 'YDL132W', 'YJR010W', 'YJR047C', 'YDR328C', 'YCL051W', 'YDR054C', 'YKR042W', 'YDL224C', 'YFR030W', 'YML082W', 'YGL181W', 'YPR181C', 'YLR089C', 'YEL034W', 'YER112W', 'YCL009C', 'YER091C', 'YJR137C'}","{'YJR064W', 'YDR212W', 'YDL143W', 'YJL111W', 'YJL008C', 'YIL142W', 'YJL014W', 'YDR188W'}",21,8,set(),29,0,0.0,0.0,YIL046W,YJL112W,P39014,P47025,1276.0,860.0,21.0,17.0,31.0,31.0,515.0,519.0,0.142,0.13,752.0,766.0,1.763e-23,7.694e-23,0.3945,0.3983,0.3945,0.3579,0.3923,0.3983,1.0,1.0,0.5827,0.6208,301.0,99.0,7.0,2.0,106.0,53.0,96.0,97.0,0.278,0.266,7.558e-19,4.689e-19,4177,0.0352546971117164,3.0776962246273145,175.02038395404816,1.060740167740164,0.2757764102014982,10.680795145485147,598.629097878933,98.68966651596546,0.2054836976363845,4.341983190772597,243.7479419708252,3.0548901016615115,0.1305579984100243,5.789593123254031,326.2074222564697,8.476246841690703,0.2373046875,0.961,24.0,0.0075023927930906,860.0,17.0,31.0,515.0,0.13,752.0,1.763e-23,0.3945,0.3579,0.3923,1.0,0.5827,99.0,2.0,53.0,96.0,0.266,4.689e-19,5.784277790859943,0.026,0.201,1.0,False,False
YBR056W,YOR190W,0.187625,0.187625,0.211236,False,4,380,YBR056W_YOR190W,YBR056W,YOR190W,False,{'YDR330W'},set(),1,0,set(),1,0,0.0,0.0,YBR056W,YOR190W,P38081,P32603,27.0,36.0,2.0,2.0,9.0,11.0,425.0,453.0,0.205,0.201,463.0,457.0,2.337e-15,6.133e-18,0.6276,0.6247,0.5619,0.6247,0.6276,0.614,1.0,1.0,0.5103,0.5454,25.0,45.0,1.0,2.0,19.0,21.0,75.0,76.0,0.228,0.228,1.289e-12,4.811e-13,665,0.0197028436226015,2.319555369320107,132.9200953245163,0.4776642336247954,0.2092057166630968,8.907836361394942,506.2684937119484,43.24651316018553,0.1822208899494724,3.882890387735424,220.49880957603452,1.828206225380906,0.0856404673092291,4.722551144957598,269.3137092590332,4.4134131191197294,0.19873046875,0.6997,17.77,0.0016512926130853,27.0,2.0,9.0,425.0,0.201,457.0,6.133e-18,0.6247,0.5619,0.614,1.0,0.5103,25.0,1.0,19.0,75.0,0.228,4.811e-13,2.6656488681907415,,0.054,,False,False
YBR056W,YLR300W,0.191617,0.191617,0.214286,False,4,380,YBR056W_YLR300W,YBR056W,YLR300W,False,{'YDR330W'},{'YCR081W'},1,1,set(),2,0,0.0,0.0,YBR056W,YLR300W,P38081,P23776,26.0,36.0,1.0,2.0,9.0,11.0,430.0,457.0,0.211,0.217,449.0,414.0,7.309e-16,7.604e-18,0.6139,0.6493,0.5547,0.604,0.6139,0.5907,1.0,1.0,0.5033,0.5339,24.0,45.0,0.0,2.0,19.0,21.0,76.0,74.0,0.235,0.229,6.336e-13,2.045e-12,664,0.0237432574335262,2.5435718230163,145.4231038689613,0.6456549093518044,0.1918751585020164,8.38871033190923,476.4915720820427,39.42036065794508,0.1881289811171811,3.9262930083671055,222.0573781132698,1.9634151512267888,0.078043336989092,4.508780458489573,255.8910338878632,3.790382066745712,0.22021484375,0.738,18.62,0.0018864652977311,26.0,1.0,9.0,430.0,0.211,414.0,7.604e-18,0.6139,0.5547,0.5907,1.0,0.5033,24.0,0.0,19.0,74.0,0.229,6.336e-13,2.54334792736842,,0.07,,False,False
YBR056W,YDR261C,0.197605,0.176157,0.197605,True,4,380,YBR056W_YDR261C,YBR056W,YDR261C,False,{'YDR330W'},"{'YBR086C', 'YMR307W', 'YBR106W', 'YDR011W', 'YDR144C', 'YDR172W', 'YOR153W', 'YBR078W', 'YJL171C'}",1,9,set(),10,0,0.0,0.0,YBR056W,YDR261C,P38081,P52911,23.0,30.0,0.0,2.0,9.0,10.0,483.0,481.0,0.191,0.182,527.0,521.0,3.165e-18,2.133e-18,0.5822,0.5927,0.5822,0.5324,0.5731,0.5927,1.0,1.0,0.5213,0.5291,29.0,45.0,2.0,2.0,21.0,21.0,74.0,79.0,0.225,0.227,2.622e-12,9.587e-14,663,0.0230455111597158,2.509873537946028,144.11971402168274,0.5939753642746496,0.2088324391708442,8.660754394018168,489.8164455294609,46.7628775781641,0.1894287692271884,3.994597446554717,226.76896405220032,1.8872795903393007,0.0870953544328995,4.769539651968023,268.69805908203125,4.495544333811693,0.27685546875,0.8564,22.27,0.0039902563900814,23.0,0.0,9.0,481.0,0.182,521.0,2.133e-18,0.5822,0.5324,0.5731,1.0,0.5213,29.0,2.0,21.0,74.0,0.225,9.587e-14,3.0731328691081052,,0.06,,False,False
YGL171W,YNL112W,0.2287229999999999,0.2287229999999999,0.236264,False,23,62,YGL171W_YNL112W,YGL171W,YNL112W,False,"{'YHR196W', 'YOR145C', 'YNL232W', 'YLR336C', 'YLR186W', 'YDR457W', 'YDR449C', 'YLR003C', 'YOR310C', 'YJL033W', 'YOL021C', 'YCR057C', 'YPL217C', 'YDR398W', 'YLR109W', 'YGR090W', 'YDL014W', 'YJL069C', 'YPL126W', 'YDR365C', 'YLL011W', 'YDL153C', 'YOL010W', 'YIL127C', 'YNL132W', 'YDR299W', 'YGR095C', 'YER082C', 'YLR409C', 'YPR137W', 'YDL148C', 'YJL190C', 'YBL004W', 'YDR083W', 'YLR129W', 'YCL059C', 'YCR035C', 'YMR093W', 'YMR229C', 'YLR222C', 'YNL075W', 'YER127W', 'YHR148W', 'YKR060W', 'YML093W', 'YJL050W', 'YDR324C', 'YNR054C', 'YLR197W', 'YJL109C', 'YKL099C', 'YCL031C', 'YDR280W', 'YIL019W', 'YOR078W', 'YPL012W', 'YGR145W', 'YMR128W', 'YPR144C', 'YGR128C', 'YLR051C', 'YDR339C', 'YOR287C', 'YJR002W', 'YBR247C', 'YIL091C'}","{'YER131W', 'YPL081W', 'YDL191W', 'YJR123W', 'YLR344W', 'YKL180W', 'YGL013C', 'YJR094W-A', 'YER151C', 'YOL121C', 'YAL036C', 'YLL045C', 'YBR084W', 'YPL086C', 'YLR419W', 'YPL037C', 'YGR214W', 'YJL136C', 'YAL035W', 'YML024W;YDR447C', 'YOL127W', 'YLR029C', 'YDL081C', 'YDR471W', 'YBL072C;YER102W', 'YGL076C', 'YPL210C', 'YOL039W', 'YDR101C', 'YLR330W', 'YMR142C', 'YLR325C', 'YDR064W', 'YFR032C-A', 'YNL302C', 'YDL136W', 'YOR312C', 'YBR119W', 'YLR340W', 'YPL143W', 'YER056C-A', 'YNL207W', 'YGL031C', 'YGL123W', 'YGR148C', 'YKL006W', 'YLR406C', 'YDR432W', 'YBL027W', 'YDL053C', 'YGL246C', 'YPL243W', 'YMR143W', 'YBR031W', 'YHR170W', 'YDR447C', 'YNL091W', 'YGR027C', 'YDR381W', 'YHR121W', 'YLR388W', 'YBL072C', 'YMR242C', 'YDL051W', 'YBR247C', 'YDR382W', 'YCR047C', 'YHR086W', 'YDR025W;YBR048W', 'YHR127W', 'YPR043W', 'YNL023C', 'YOR198C', 'YCR031C', 'YLR384C', 'YLR048W', 'YBR189W', 'YDL060W', 'YNL178W', 'YLR278C', 'YGL189C', 'YHL033C', 'YLR448W', 'YGL205W', 'YPL249C-A', 'YJL190C;YLR367W', 'YNL069C', 'YDL040C', 'YFL034C-A', 'YJL189W', 'YNR051C', 'YGR118W;YPR132W', 'YJL177W', 'YDL092W', 'YBR191W', 'YNL096C', 'YGR200C', 'YLR441C', 'YHR193C', 'YDR450W;YML026C', 'YKR057W', 'YOR004W', 'YLR150W', 'YGL030W', 'YLR260W', 'YOL080C', 'YJR145C', 'YPL146C', 'YCR087C-A', 'YGL147C', 'YOR096W', 'YGL099W', 'YIL052C', 'YMR116C', 'YNL301C', 'YLR061W', 'YMR143W;YDL083C', 'YDR117C', 'YLR264W', 'YLR090W', 'YDL213C', 'YPL131W', 'YER074W;YIL069C', 'YGR085C', 'YOR119C', 'YOL040C', 'YER102W', 'YDR500C', 'YDR418W', 'YHL015W', 'YDL130W', 'YLR075W', 'YOR091W', 'YDL075W', 'YJR145C;YHR203C', 'YML063W', 'YML073C', 'YIL133C', 'YOR063W', 'YDL061C', 'YOR369C', 'YIL161W', 'YKL122C', 'YHL013C', 'YGR081C', 'YPL079W', 'YHR203C', 'YDL082W', 'YBR263W', 'YIL061C', 'YLR196W', 'YML024W', 'YLR185W', 'YNL224C', 'YGR034W', 'YDL133C-A', 'YKL071W', 'YPL090C;YBR181C'}",66,158,{'YBR247C'},223,1,0.0044843049327354,-0.2825499859563001,YGL171W,YNL112W,P45818,P24783,65.0,422.0,1.0,7.0,28.0,44.0,1079.0,1070.0,0.291,0.289,511.0,515.0,8.325e-37,2.466e-36,0.7349,0.7297,0.6681,0.6897,0.6894,0.6836,1.0,1.0,0.7223,0.7203,63.0,460.0,0.0,5.0,37.0,197.0,222.0,222.0,0.339,0.343,1.36e-59,8.893999999999999e-60,3368,0.0224448159211052,2.4554356349918094,139.55366849899292,0.5646378130424891,0.0812124358062846,4.964100687326282,282.76685202121735,5.418689770339165,0.1797255910635995,3.772200470941788,209.45311152935028,1.4006062430966082,0.0395593386178763,3.1876492457168037,181.96882724761963,1.2149665710229771,0.357421875,1.0205,25.27,0.0086965697182527,65.0,1.0,28.0,1070.0,0.289,511.0,8.325e-37,0.7297,0.6681,0.6836,1.0,0.7203,63.0,0.0,37.0,222.0,0.339,8.893999999999999e-60,0.6183755754971747,0.969,0.981,0.971,True,True
YGL171W,YOR046C,0.177305,0.177305,0.207469,False,23,62,YGL171W_YOR046C,YGL171W,YOR046C,False,"{'YHR196W', 'YOR145C', 'YNL232W', 'YLR336C', 'YLR186W', 'YDR457W', 'YDR449C', 'YLR003C', 'YOR310C', 'YJL033W', 'YOL021C', 'YCR057C', 'YPL217C', 'YDR398W', 'YLR109W', 'YGR090W', 'YDL014W', 'YJL069C', 'YPL126W', 'YDR365C', 'YLL011W', 'YDL153C', 'YOL010W', 'YIL127C', 'YNL132W', 'YDR299W', 'YGR095C', 'YER082C', 'YLR409C', 'YPR137W', 'YDL148C', 'YJL190C', 'YBL004W', 'YDR083W', 'YLR129W', 'YCL059C', 'YCR035C', 'YMR093W', 'YMR229C', 'YLR222C', 'YNL075W', 'YER127W', 'YHR148W', 'YKR060W', 'YML093W', 'YJL050W', 'YDR324C', 'YNR054C', 'YLR197W', 'YJL109C', 'YKL099C', 'YCL031C', 'YDR280W', 'YIL019W', 'YOR078W', 'YPL012W', 'YGR145W', 'YMR128W', 'YPR144C', 'YGR128C', 'YLR051C', 'YDR339C', 'YOR287C', 'YJR002W', 'YBR247C', 'YIL091C'}","{'YJL138C', 'YGR027W-A;YGR038C-A;YJR026W;YLR227W-A;YML040W', 'YER168C', 'YDL084W', 'YKR059W', 'YBR214W', 'YDR341C', 'YLL026W', 'YLR180W', 'YNL129W', 'YMR214W', 'YGR218W', 'YKR001C', 'YKL126W'}",66,14,set(),80,0,0.0,0.0,YGL171W,YOR046C,P45818,P20449,600.0,654.0,13.0,14.0,45.0,46.0,802.0,803.0,0.222,0.222,545.0,545.0,5.1310000000000006e-30,3.029e-28,0.682,0.6826,0.5881,0.6826,0.682,0.6735,1.0,1.0,0.6319,0.6566,856.0,804.0,14.0,13.0,229.0,231.0,154.0,153.0,0.28,0.274,2.937e-37,1.757e-37,3370,0.0158359694865762,2.049151670626792,116.41903179883955,0.2980846248278102,0.1367333896997706,6.702013481694737,378.7850511074066,18.5024797185298,0.1771627292697657,3.7159670161638094,210.72867840528488,1.4002361642424517,0.0540043767129361,3.7002535099797766,209.9302717447281,1.894937318680939,0.203125,0.695,17.86,0.0016081532657306,600.0,13.0,45.0,802.0,0.222,545.0,5.1310000000000006e-30,0.682,0.5881,0.6735,1.0,0.6319,804.0,13.0,229.0,153.0,0.274,1.757e-37,1.7911253818919204,0.951,0.935,0.977,True,True
YGL171W,YKR059W,0.196809,0.196809,0.2810129999999999,False,23,62,YGL171W_YKR059W,YGL171W,YKR059W,False,"{'YHR196W', 'YOR145C', 'YNL232W', 'YLR336C', 'YLR186W', 'YDR457W', 'YDR449C', 'YLR003C', 'YOR310C', 'YJL033W', 'YOL021C', 'YCR057C', 'YPL217C', 'YDR398W', 'YLR109W', 'YGR090W', 'YDL014W', 'YJL069C', 'YPL126W', 'YDR365C', 'YLL011W', 'YDL153C', 'YOL010W', 'YIL127C', 'YNL132W', 'YDR299W', 'YGR095C', 'YER082C', 'YLR409C', 'YPR137W', 'YDL148C', 'YJL190C', 'YBL004W', 'YDR083W', 'YLR129W', 'YCL059C', 'YCR035C', 'YMR093W', 'YMR229C', 'YLR222C', 'YNL075W', 'YER127W', 'YHR148W', 'YKR060W', 'YML093W', 'YJL050W', 'YDR324C', 'YNR054C', 'YLR197W', 'YJL109C', 'YKL099C', 'YCL031C', 'YDR280W', 'YIL019W', 'YOR078W', 'YPL012W', 'YGR145W', 'YMR128W', 'YPR144C', 'YGR128C', 'YLR051C', 'YDR339C', 'YOR287C', 'YJR002W', 'YBR247C', 'YIL091C'}","{'YLR243W', 'YDR391C', 'YJL138C', 'YLR249W', 'YJR072C', 'YER086W', 'YNL016W', 'YDR177W', 'YNL220W', 'YDR098C', 'YJL061W', 'YBR022W', 'YDR341C', 'YDR395W', 'YDL192W', 'YGL201C', 'YDR295C', 'YIR012W', 'YBR080C', 'YIL094C', 'YMR130W', 'YPL123C', 'YPR089W', 'YPL225W', 'YOR046C', 'YGR211W', 'YNL244C', 'YDR408C', 'YDL137W', 'YCR088W', 'YER148W', 'YDL055C', 'YBL039C', 'YNL001W', 'YMR217W', 'YOR131C', 'YBR214W', 'YNL064C', 'YKL210W', 'YIR035C', 'YHL011C', 'YKR001C', 'YIL110W', 'YPL240C', 'YGR116W', 'YOR136W', 'YER168C', 'YNR029C', 'YDL215C', 'YLR113W', 'YPR055W', 'YKL080W', 'YBR164C', 'YBR160W', 'YGR162W', 'YOR173W', 'YGL234W', 'YPL218W', 'YDL084W', 'YLL040C', 'YGL026C', 'YOR142W', 'YMR186W', 'YDR214W', 'YMR235C', 'YKL126W', 'YOR122C', 'YPL061W', 'YBL032W', 'YMR246W', 'YGR173W', 'YEL032W', 'YLR347C', 'YBR082C', 'YDL160C', 'YBR143C', 'YPL010W', 'YLL026W', 'YLR180W', 'YGL049C', 'YAL005C', 'YDL022W', 'YNL129W', 'YPR118W', 'YGR218W', 'YOL061W', 'YBR017C', 'YLR270W', 'YGR080W', 'YDR129C', 'YKR080W', 'YKL196C', 'YER171W', 'YMR214W'}",66,94,set(),160,0,0.0,-0.3888143583850034,YGL171W,YKR059W,P45818,P10081,198.0,661.0,5.0,11.0,30.0,46.0,992.0,1023.0,0.29,0.296,410.0,398.0,1.769e-31,2.082e-30,0.8537,0.8604,0.6081,0.8604,0.8537,0.849,1.0,1.0,0.706,0.7531,496.0,764.0,8.0,11.0,129.0,220.0,173.0,181.0,0.318,0.315,2.042e-43,1.0799999999999999e-47,3364,0.0269870627412023,2.681752505946216,152.58244609832764,0.6980543804242314,0.2412712794123167,9.371214662826496,522.115053832531,66.64694603966979,0.1871457743829213,3.810862220606362,209.6470022201538,1.5467775707548337,0.102550994496254,5.118611156632205,285.580029129982,5.523362520381074,0.36181640625,0.996,24.55,0.0073884912082492,198.0,5.0,30.0,992.0,0.29,398.0,1.769e-31,0.8537,0.6081,0.849,1.0,0.706,496.0,8.0,129.0,173.0,0.315,1.0799999999999999e-47,3.5677176311534047,0.944,0.945,0.993,True,True
YLR155C,YLR158C,1.0,1.0,1.0,True,7,33,YLR155C_YLR158C,YLR155C,YLR158C,False,set(),set(),0,0,set(),0,0,0.0,0.0,YLR155C,YLR158C,P0CX77|P0CX78|P0CX79|P0CZ17,P0CX77|P0CX78|P0CX79|P0CZ17,0.0,0.0,0.0,0.0,0.0,0.0,3115.0,3083.0,1.0,1.0,362.0,362.0,4.277e-80,1.633e-79,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,718.0,1.0,1.0,1.4279999999999998e-233,1.4279999999999998e-233,5032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3083.0,1.0,362.0,4.277e-80,0.9999,0.9999,0.9999,1.0,1.0,0.0,0.0,0.0,718.0,1.0,1.4279999999999998e-233,-7.306882752016805,1.0,1.0,1.0,True,True
